ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [usecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
205,11,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    8,    1","  256,    1,    1","152,382",113.92,66.83,28.65,128
221,11,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    8,    1","  256,    1,    1","152,521",113.7,66.78,28.62,128
227,11,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    4,    1","  256,    1,    1","288,261",212.42,70.21,27.28,128
236,11,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,   16,    1","  256,    1,    1","152,408",111.62,82.06,32.98,128
255,11,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,   16,    1","  256,    1,    1","150,623",119.36,82.93,33.33,128
270,11,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,   16,    1","  256,    1,    1","152,207",112.06,82.12,33.01,128
64,11,volta_scudnn_128x128_relu_small_nn_v1,volta_scudnn_128x128_relu_small_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    1,    1","  256,    1,    1","322,474",236.86,66.42,26.73,128
7,7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  196,    1,    1","  128,    1,    1","43,906",33.98,56.59,46.74,128
17,7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  196,    4,    1","  128,    1,    1","148,710",112.58,66.55,65.2,128
21,7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  196,    4,    1","  128,    1,    1","149,470",113.41,66.26,64.72,128
27,7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  196,    1,    1","  128,    1,    1","125,585",95.04,76.58,49,128
37,7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  196,    4,    1","  128,    1,    1","153,310",113.5,64.55,63.36,128
43,7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  196,    1,    1","  128,    1,    1","125,121",94.18,76.91,49.06,128
53,7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  196,    4,    1","  128,    1,    1","150,176",112.45,65.94,67.72,128
59,7,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  196,    2,    1","  128,    1,    1","227,704",169.41,84.53,57.66,128
69,8,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    8,    1","  128,    1,    1","124,608",93.09,77.99,42.62,128
73,11,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    8,    1","  128,    1,    1","281,611",207.14,68.31,70.71,128
89,8,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    8,    1","  128,    1,    1","127,104",94.4,76.47,41.79,128
105,8,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    8,    1","  128,    1,    1","126,821",93.57,76.68,41.91,128
121,8,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    8,    1","  128,    1,    1","125,740",93.54,77.3,42.24,128
127,8,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    4,    1","  128,    1,    1","235,894",173.98,81.09,37.72,128
147,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    4,    1","  128,    1,    1","163,255",130.98,61.96,27.97,128
163,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    4,    1","  128,    1,    1","168,373",124.45,60.17,27.16,128
179,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    4,    1","  128,    1,    1","165,010",131.36,61.45,27.73,128
195,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    4,    1","  128,    1,    1","170,730",124.22,59.33,26.78,128
211,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    4,    1","  128,    1,    1","170,713",125.7,59.32,26.78,128
240,11,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,   32,    1","  128,    1,    1","318,790",236.7,78.19,43.59,128
1,9,volta_scudnn_128x64_relu_medium_nn_v1,volta_scudnn_128x64_relu_medium_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","  128,    1,    1","286,907",211.01,80.11,42.65,128
132,13,volta_scudnn_128x64_relu_small_nn_v1,volta_scudnn_128x64_relu_small_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    4,    1","  128,    1,    1","387,709",282.46,58.59,27.96,128
12,8,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,    7,    4","  256,    1,    1","220,806",165.92,54.35,44.75,126
32,8,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,    7,    4","  256,    1,    1","221,544",164.99,54.19,44.62,126
48,8,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,    7,    4","  256,    1,    1","222,902",164.61,53.83,44.32,126
84,10,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   32,    4,    2","  256,    1,    1","220,381",162.75,61.15,44.62,126
100,10,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   32,    4,    2","  256,    1,    1","220,984",162.78,60.96,44.48,126
116,10,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   32,    4,    2","  256,    1,    1","220,720",162.85,61.03,44.53,126
152,9,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   64,    2,    1","  256,    1,    1","206,613",152.67,64.59,44.02,126
168,9,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   64,    2,    1","  256,    1,    1","205,263",163.23,64.87,44.21,126
184,9,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   64,    2,    1","  256,    1,    1","206,148",153.41,64.7,44.09,126
200,9,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   64,    2,    1","  256,    1,    1","206,640",153.28,64.55,43.99,126
216,9,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   64,    2,    1","  256,    1,    1","207,550",155.04,64.28,43.81,126
250,11,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  256,    1,    1","393,642",288.83,67.3,44.22,126
265,11,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  256,    1,    1","393,096",288.9,67.43,44.3,126
277,10,volta_sgemm_128x32_sliced1x4_tn,volta_sgemm_128x32_sliced1x4_tn,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,    1,    8","  256,    1,    1","44,528",30.43,36.15,49.98,134
