,,,,,,,,,,,,,,,,hit sum,miss sum,hit+miss sum,hit rate,l1 read from l2,l1 write to l2,l1 read+write from/to l2,l2 read from dram,l2 write to dram,l2 read+write from/to dram,,,,,,,,,,,,,,,
densenet201,75,16,42.75050139,500,1.508234699,0.0366,,resnet50,10,8,94.28390074,231,25.93322623,0.3794,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,2.164502165,,36053308.37,34051757.12,70105065.49,0.23759522,67914941.56,18911751.94,86826693.49,36671388.14,13317113.96,49988502.1,,
densenet201,75,16,43.64386152,500,2.401594829,0.0582,,resnet50,10,16,149.3997627,149,38.76237686,0.3504,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,3.355704698,,28612773.96,49005268.58,77618042.54,0.10985341,74422011.31,29253895.63,103675906.9,51771895.22,24946476.98,76718372.2,,
densenet201,75,16,43.8155283,500,2.573261607,0.0624,,resnet50,10,32,272.4996479,82,68.80197233,0.3378,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,6.097560976,,25769341.81,56207356.25,81976698.06,0.051553334,78977100.83,30956067.31,109933168.1,58857292.03,27976876.11,86834168.14,,
densenet201,75,16,43.68712761,118,2.444860924,0.0593,,resnet50,25,1,10.34478361,500,3.307369877,0.47,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.236,,86274127.12,44152872.88,130427000,2.802857807,124331622.9,34583012.71,158914635.6,46756457.63,10783432.2,57539889.83,,
densenet201,75,16,46.32547985,425,5.083213163,0.1233,,resnet50,25,8,39.90645853,500,12.11281567,0.4358,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.85,,94638263.53,82775498.82,177413762.4,0.627567625,172514542.4,48121572.94,220636115.3,85338662.35,36407488.24,121746150.6,,
densenet201,75,16,48.95009363,500,7.707826938,0.1869,,resnet50,25,16,65.14088399,382,19.42107228,0.4248,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,1.308900524,,70351344.77,128487185.2,198838530,0.270311933,191682605,74929379.46,266611984.4,130888936.9,63251411.02,194140347.9,,
densenet201,75,16,49.70368999,500,8.461423297,0.2052,,resnet50,25,32,117.8158235,215,34.71113482,0.4177,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,2.325581395,,64472080.96,149827641.7,214299722.6,0.129365519,206569910.2,81112761.04,287682671.2,152379674.9,73094853.33,225474528.2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,73.70747704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,75,32,73.74144945,187,0.033972408,0.0005,,resnet50,10,1,27.67678755,500,11.277776,0.6877,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.374,,54776061.5,27893545.45,82669606.95,1.77163123,78805941.18,21819574.87,100625516,31349053.48,5103553.476,36452606.95,,
densenet201,75,32,75.36588196,500,1.658404918,0.0225,,resnet50,10,8,105.4756286,362,37.12495404,0.5432,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,1.38121547,,56499123.94,53362493.85,109861617.8,0.372335367,106429475.5,29636598.27,136066073.8,57467716.48,20869243.53,78336960,,
densenet201,75,32,76.52453603,78,2.817058995,0.0382,,resnet50,25,1,11.92146625,500,4.884052516,0.694,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.156,,130517269.2,66795371.79,197312641,4.240220786,188091429.5,52317891.03,240409320.5,70734128.21,16313397.44,87047525.64,,
densenet201,75,32,81.29855559,273,7.591078551,0.103,,resnet50,25,8,44.7309052,500,16.93726234,0.6094,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.546,,147330630,128862956,276193586.1,0.976982567,268566595.2,74914536.63,343481131.9,132853228.9,56678324.18,189531553.1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,24.40603299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,90,1,26.53212733,317,2.126094336,0.0871,,resnet50,10,1,17.08127999,500,0.682268445,0.0416,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.634,,32312692.43,16454552.05,48767244.48,1.045094764,46488047.32,12871484.23,59359531.55,18492974.76,3010613.565,21503588.33,,
densenet201,90,1,25.16112729,500,0.755094299,0.0309,,resnet50,10,8,71.3809543,181,3.03027979,0.0443,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,2.762430939,,28249561.97,26681246.92,54930808.89,0.186167683,53214737.76,14818299.14,68033036.89,28733858.24,10434621.76,39168480,,
densenet201,90,1,28.0298141,500,3.623781112,0.1485,,resnet50,10,16,114.9292044,126,4.291818626,0.0388,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,3.968253968,,24196037.04,41440696.92,65636733.96,0.092896172,62934049.84,24738193.62,87672243.46,43780260.38,21095678.52,64875938.9,,
densenet201,90,1,28.10139797,500,3.695364982,0.1514,,resnet50,10,32,209.7185384,69,6.020862767,0.0296,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,7.246376812,,21683958.35,47296433.92,68980392.27,0.043380244,66456340.94,26048398.1,92504739.05,49526257.93,23541517.7,73067775.63,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,25.30612318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,90,8,27.81562856,363,2.509505376,0.0992,,resnet50,10,1,20.56153441,500,4.162522862,0.2538,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.726,,28217971.07,14369402.2,42587373.28,0.912658513,40597000,11240387.05,51837387.05,16149512.4,2629103.306,18778615.7,,
densenet201,90,8,27.77645358,500,2.470330399,0.0976,,resnet50,10,8,82.33179316,174,13.98111865,0.2045,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,2.873563218,,27157037.47,25649375.5,52806412.97,0.178967828,51156709.22,14245215.74,65401924.97,27622604.05,10031072.86,37653676.91,,
densenet201,90,8,27.607284,500,2.301160817,0.0909,,resnet50,10,16,131.7843865,108,21.14700073,0.1911,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,4.62962963,,20739460.32,35520597.36,56260057.68,0.07962529,53943471.29,21204165.96,75147637.25,37525937.47,18082010.16,55607947.63,,
densenet201,90,8,27.10274539,500,1.796622212,0.071,,resnet50,10,32,241.4741669,58,37.77649127,0.1855,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,8.620689655,,18227095.43,39756422.71,57983518.14,0.036464553,55861851.81,21895754.93,77757606.74,41630767.53,19788522.13,61419289.66,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,39.22926052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,90,16,40.87800692,310,1.648746397,0.042,,resnet50,10,1,25.7023271,500,9.303315553,0.5673,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.62,,33042333.87,16826106.45,49868440.32,1.068693678,47537777.42,13162130.65,60699908.06,18910558.06,3078595.161,21989153.23,,
densenet201,90,16,41.66706384,500,2.437803315,0.0621,,resnet50,10,8,99.9477337,213,31.59705919,0.4623,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,2.34741784,,33243959.66,31398373.45,64642333.12,0.219081307,62622868.19,17438108.93,80060977.12,33813877.37,12279416.77,46093294.15,,
densenet201,90,16,42.60060896,500,3.371348443,0.0859,,resnet50,10,16,157.6794477,138,47.04206187,0.4252,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,3.623188406,,26500421.52,45387429.96,71887851.48,0.101743427,68927768.87,27094212.06,96021980.93,47949808.99,23104790.76,71054599.75,,
densenet201,90,16,42.69872897,500,3.469468446,0.0884,,resnet50,10,32,287.9406606,76,84.24298498,0.4136,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,6.578947368,,23883780.22,52094622.86,75978403.08,0.047781138,73198288.58,28690989.22,101889277.8,54550660.9,25929787.62,80480448.52,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,68.6554895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,90,32,71.8588041,210,3.203314603,0.0467,,resnet50,10,1,30.3175652,500,13.91855365,0.8487,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.42,,48776778.57,24838538.1,73615316.67,1.577595429,70174814.29,19429811.9,89604626.19,27915585.71,4544592.857,32460178.57,,
densenet201,90,32,73.20714996,500,4.551660463,0.0663,,resnet50,10,8,113.8742918,326,45.52361734,0.666,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,1.533742331,,50880426.53,48055726.5,98936153.03,0.33530754,95845328.78,26689312.26,122534641,51752694.95,18793849.14,70546544.09,,
