,,,,,,,,,,,,,,,,,hit sum,miss sum,hit+miss sum,hit rate,l1 read from l2,l1 write to l2,l1 read+write from/to l2,l2 read from dram,l2 write to dram,l2 read+write from/to dram,,,,,,,,,,,,,,,
densenet201,origin,,36.48511772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,1,38.84390245,374,2.358784725,0.0647,,vgg19,10,1,28.90741597,500,1.44825827,0.0527,0.748,0.752612556,37387583,46526792,83914375,0.445544437,82085524,10681245,92766769,48848910,8061323,56910233,,0.748,,49983399.73,62201593.58,112184993.3,0.595647644,109740005.3,14279739.3,124019744.7,65306029.41,10777169.79,76083199.2,198876567.8,
densenet201,10,1,38.33021773,500,1.845100008,0.0506,,vgg19,10,8,179.2963705,100,6.368015244,0.0368,5,4.739695691,188278242,156733336,345011578,0.545715721,335344902,97694348,433039250,170199768,91653849,261853617,,5,,37655648.4,31346667.2,69002315.6,0.109143144,67068980.4,19538869.6,86607850,34039953.6,18330769.8,52370723.4,,
densenet201,10,1,38.55153586,500,2.066418138,0.0566,,vgg19,10,16,215.1719272,83,6.225952011,0.0298,6.024096386,5.726882308,208898365,205527704,414426069,0.504066661,399110031,180186123,579296154,221763990,173204529,394968519,,6.024096386,,34677128.59,34117598.86,68794727.45,0.083675066,66252265.15,29910896.42,96163161.56,36812822.34,28751951.81,65564774.15,,
densenet201,10,1,38.59877053,500,2.113652811,0.0579,,vgg19,10,32,412.4271358,39,16.71147506,0.0422,12.82051282,10.84594721,391207267,411481554,802688821,0.487371017,775136976,350363849,1125500825,443584308,342512658,786096966,,12.82051282,,30514166.83,32095561.21,62609728.04,0.038014939,60460684.13,27328380.22,87789064.35,34599576.02,26715987.32,61315563.35,,
densenet201,10,1,40.95210389,137,4.466986166,0.1224,,vgg19,25,1,11.13387399,500,0.485436845,0.0456,0.274,0.291857004,37250499,46388936,83639435,0.445370046,81976780,10680776,92657556,47238505,8568473,55806978,,0.274,,135950726.3,169302686.1,305253412.4,1.625438124,299185328.5,38980934.31,338166262.8,172403302.9,31271799.27,203675102.2,,
densenet201,10,1,40.01337967,500,3.528261949,0.0967,,vgg19,25,8,68.45686332,290,1.697282334,0.0254,1.724137931,1.829775677,213072010,157255434,370327444,0.575361112,360713312,97729549,458442861,162493998,92326125,254820123,,1.724137931,,123581765.8,91208151.72,214789917.5,0.333709445,209213721,56683138.42,265896859.4,94246518.84,53549152.5,147795671.3,,
densenet201,10,1,40.74157875,500,4.256461031,0.1167,,vgg19,25,16,82.98980562,242,1.741227966,0.0214,2.066115702,2.22689641,234274095,206555530,440829625,0.531439091,425715259,180299365,606014624,213214860,173246477,386461337,,2.066115702,,113388662,99972876.52,213361538.5,0.25721652,206046185.4,87264892.66,293311078,103195992.2,83851294.87,187047287.1,,
densenet201,10,1,40.8191431,500,4.334025377,0.1188,,vgg19,25,32,158.9368619,122,2.948180382,0.0189,4.098360656,4.275405734,391513634,412384078,803897712,0.487019217,776227951,350432906,1126660857,425121517,342057003,767178520,,4.098360656,,95529326.7,100621715,196151041.7,0.118832689,189399620,85505629.06,274905249.1,103729650.1,83461908.73,187191558.9,,
densenet201,10,1,47.90917514,68,11.42405742,0.3131,,vgg19,50,1,6.394015744,500,0.271476853,0.0443,0.136,0.167809213,45933296,37415646,83348942,0.551096329,81750879,10678800,92429679,38032100,7329013,45361113,,0.136,,337744823.5,275115044.1,612859867.6,4.052178893,601109404.4,78520588.24,679629992.6,279647794.1,53889801.47,333537595.6,,
densenet201,10,1,46.32777311,399,9.842655391,0.2698,,vgg19,50,8,36.81469196,500,1.146798276,0.0322,0.798,0.977601168,231660727,143060350,374721077,0.618221769,364032546,97702421,461734967,145878622,91295453,237174075,,0.798,,290301662.9,179273621.6,469575284.5,0.774713996,456181135.3,122434111.5,578615246.9,182805290.7,114405329.6,297210620.3,,
densenet201,10,1,49.5878387,475,13.10272098,0.3591,,vgg19,50,16,46.85299857,500,1.192121076,0.0261,0.95,1.251493221,232512160,211008786,443520946,0.524241667,426706305,180193792,606900097,214680923,172493523,387174446,,0.95,,244749642.1,222114511.6,466864153.7,0.551833333,449164531.6,189677675.8,638842207.4,225979918.9,181572129.5,407552048.4,,
densenet201,10,1,49.87847427,500,13.39335655,0.3671,,vgg19,50,32,89.4850885,275,2.162861101,0.0248,1.818181818,2.393365648,442836977,414828474,857665451,0.516328338,828726772,350379720,1179106492,421560625,341791298,763351923,,1.818181818,,243560337.4,228155660.7,471715998.1,0.283980586,455799724.6,192708846,648508570.6,231858343.8,187985213.9,419843557.7,,
densenet201,10,1,53.35257713,51,16.86745941,0.4623,,vgg19,75,1,5.334943808,500,0.209715031,0.0409,0.102,0.140474503,49884325,35019084,84903409,0.587542074,81794479,10675275,92469754,35423817,7698951,43122768,,0.102,,489062009.8,343324352.9,832386362.7,5.76021641,801906656.9,104659558.8,906566215.7,347292323.5,75479911.76,422772235.3,,
densenet201,10,1,53.10674604,275,16.62162832,0.4556,,vgg19,75,8,29.06321051,500,0.944330506,0.0336,0.55,0.770694512,272671986,136257924,408929910,0.66679394,399391988,97693757,497085745,138304966,91756818,230061784,,0.55,,495767247.3,247741680,743508927.3,1.212352619,726167250.9,177625012.7,903792263.6,251463574.5,166830578.2,418294152.7,,
densenet201,10,1,60.25204289,322,23.76692517,0.6514,,vgg19,75,16,38.55546751,500,1.013024646,0.027,0.644,1.028979628,262989497,209338010,472327507,0.556794794,454961700,180255531,635217231,212157021,173759459,385916480,,0.644,,408368784.2,325059021.7,733427805.9,0.86458819,706462267.1,279899892.9,986362159.9,329436368,269812824.5,599249192.5,,
densenet201,10,1,60.81961301,500,24.33449529,0.667,,vgg19,75,32,73.34645012,412,1.85189942,0.0259,1.213592233,1.95955379,436351489,421837248,858188737,0.508456322,829666792,350338623,1180005415,426665093,341441363,768106456,,1.213592233,,359553626.9,347593892.4,707147519.3,0.41896801,683645436.6,288679025.4,972324462,351572036.6,281347683.1,632919719.7,,
densenet201,10,1,55.422349,47,18.93723128,0.519,,vgg19,90,1,5.060621812,500,0.648694756,0.147,0.094,0.120924019,,0.094,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,1,57.08685915,231,20.60174143,0.5647,,vgg19,90,8,26.148302,500,2.481604728,0.1049,0.462,0.648667148,,0.462,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,1,67.08803498,267,30.60291726,0.8388,,vgg19,90,16,35.56592346,500,2.346021922,0.0706,0.534,0.910505533,,0.534,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,1,67.03966992,500,30.5545522,0.8375,,vgg19,90,32,67.83935869,492,4.610248664,0.0729,1.016260163,1.733010991,,1.016260163,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,118.9249426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,8,126.0274372,116,7.10249461,0.0597,,vgg19,10,1,28.71768293,500,1.258525226,0.0458,0.232,0.230894858,37387583,46526792,83914375,0.445544437,82085524,10681245,92766769,48848910,8061323,56910233,,0.232,,161153375,200546517.2,361699892.2,1.920450161,353816913.8,46039849.14,399856762.9,210555646.6,34747081.9,245302728.4,,
densenet201,10,8,126.0168026,500,7.091860028,0.0596,,vgg19,10,8,178.7990875,347,5.870732224,0.0339,1.44092219,1.454096605,188278242,156733336,345011578,0.545715721,335344902,97694348,433039250,170199768,91653849,261853617,,1.44092219,,130665099.9,108772935.2,239438035.1,0.37872671,232729362,67799877.51,300529239.5,118118639,63607771.21,181726410.2,,
densenet201,10,8,126.9099412,500,7.984998593,0.0671,,vgg19,10,16,215.6590216,288,6.713046389,0.0321,1.736111111,1.756956704,208898365,205527704,414426069,0.504066661,399110031,180186123,579296154,221763990,173204529,394968519,,1.736111111,,120325458.2,118383957.5,238709415.7,0.290342397,229887377.9,103787206.8,333674584.7,127736058.2,99765808.7,227501866.9,,
densenet201,10,8,126.9322885,500,8.007345913,0.0673,,vgg19,10,32,413.103607,146,17.38794627,0.0439,3.424657534,3.327440418,391207267,411481554,802688821,0.487371017,775136976,350363849,1125500825,443584308,342512658,786096966,,3.424657534,,114232522,120152613.8,234385135.7,0.142312337,226339997,102306243.9,328646240.9,129526617.9,100013696.1,229540314.1,,
densenet201,10,8,133.7556617,43,14.83071912,0.1247,,vgg19,25,1,11.21206117,500,0.563624022,0.0529,0.086,0.089539141,37250499,46388936,83639435,0.445370046,81976780,10680776,92657556,47238505,8568473,55806978,,0.086,,433145337.2,539406232.6,972551569.8,5.178721463,953218372.1,124195069.8,1077413442,549284941.9,99633406.98,648918348.8,,
densenet201,10,8,130.5445393,267,11.61959672,0.0977,,vgg19,25,8,68.86664943,500,2.107068439,0.0316,0.534,0.561358951,213072010,157255434,370327444,0.575361112,360713312,97729549,458442861,162493998,92326125,254820123,,0.534,,399011254.7,294485831.5,693497086.1,1.077455266,675493093.6,183014136.7,858507230.3,304295876.4,172895365.2,477191241.6,,
densenet201,10,8,132.9010059,319,13.9760633,0.1175,,vgg19,25,16,83.66741386,500,2.418836214,0.0298,0.638,0.683192069,234274095,206555530,440829625,0.531439091,425715259,180299365,606014624,213214860,173246477,386461337,,0.638,,367200775.9,323754749.2,690955525.1,0.832976631,667265296.2,282600885.6,949866181.8,334192570.5,271546202.2,605738772.7,,
densenet201,10,8,132.8991538,500,13.97421118,0.1175,,vgg19,25,32,160.1250726,409,4.1363911,0.0265,1.222493888,1.311656563,391513634,412384078,803897712,0.487019217,776227951,350432906,1126660857,425121517,342057003,767178520,,1.222493888,,320258152.6,337330175.8,657588328.4,0.398381719,634954463.9,286654117.1,921608581,347749400.9,279802628.5,627552029.4,,
densenet201,10,8,156.0366322,22,37.11168959,0.3121,,vgg19,50,1,6.505977858,500,0.383438967,0.0626,0.044,0.051482378,45933296,37415646,83348942,0.551096329,81750879,10678800,92429679,38032100,7329013,45361113,,0.044,,1043938545,850355590.9,1894294136,12.52491658,1857974523,242700000,2100674523,864365909.1,166568477.3,1030934386,,
densenet201,10,8,150.814025,126,31.88908243,0.2681,,vgg19,50,8,37.4378739,500,1.769980221,0.0496,0.252,0.299919369,231660727,143060350,374721077,0.618221769,364032546,97702421,461734967,145878622,91295453,237174075,,0.252,,919288599.2,567699801.6,1486988401,2.453260987,1444573595,387708019.8,1832281615,578883420.6,362283543.7,941166964.3,,
densenet201,10,8,161.8584903,150,42.9335477,0.361,,vgg19,50,16,47.84773783,500,2.186860341,0.0479,0.3,0.383947021,232512160,211008786,443520946,0.524241667,426706305,180193792,606900097,214680923,172493523,387174446,,0.3,,775040533.3,703362620,1478403153,1.747472223,1422354350,600645973.3,2023000323,715603076.7,574978410,1290581487,,
densenet201,10,8,163.2926889,284,44.36774633,0.3731,,vgg19,50,32,91.42035838,500,4.098130983,0.0469,0.568,0.734263356,442836977,414828474,857665451,0.516328338,828726772,350379720,1179106492,421560625,341791298,763351923,,0.568,,779642565.1,730331820.4,1509974386,0.909028764,1459026007,616865704.2,2075891711,742184198.9,601745243,1343929442,,
densenet201,10,8,175.6323004,16,56.70735778,0.4768,,vgg19,75,1,5.461830593,500,0.336601816,0.0657,0.032,0.043096332,49884325,35019084,84903409,0.587542074,81794479,10675275,92469754,35423817,7698951,43122768,,0.032,,1558885156,1094346375,2653231531,18.36068981,2556077469,333602343.8,2889679813,1106994281,240592218.8,1347586500,,
densenet201,10,8,171.7649647,88,52.84002211,0.4443,,vgg19,75,8,29.5157542,500,1.396874196,0.0497,0.176,0.236442242,272671986,136257924,408929910,0.66679394,399391988,97693757,497085745,138304966,91756818,230061784,,0.176,,1549272648,774192750,2323465398,3.788601934,2269272659,555078164.8,2824350824,785823670.5,521345556.8,1307169227,,
densenet201,10,8,195.6336275,102,76.7086849,0.645,,vgg19,75,16,39.29802647,500,1.755583614,0.0468,0.204,0.315681824,262989497,209338010,472327507,0.556794794,454961700,180255531,635217231,212157021,173759459,385916480,,0.204,,1289164201,1026166716,2315330917,2.729386246,2230204412,883605544.1,3113809956,1039985397,851762053.9,1891747451,,
densenet201,10,8,198.1311405,191,79.2061979,0.666,,vgg19,75,32,74.63829767,500,3.143746968,0.044,0.382,0.601173725,436351489,421837248,858188737,0.508456322,829666792,350338623,1180005415,426665093,341441363,768106456,,0.382,,1142281385,1104285990,2246567374,1.331037493,2171902597,917116814.1,3089019411,1116924327,893825557.6,2010749885,,
densenet201,10,8,180.8953003,15,61.97035769,0.5211,,vgg19,90,1,5.170988749,500,0.759061693,0.172,0.03,0.037098417,,0.03,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,8,185.8915786,73,66.96663597,0.5631,,vgg19,90,8,26.6244017,500,2.957704425,0.125,0.146,0.199005329,,0.146,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,8,218.0815931,85,99.15665045,0.8338,,vgg19,90,16,36.28566209,500,3.065760546,0.0923,0.17,0.279335023,,0.17,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,8,219.7631929,160,100.8382503,0.8479,,vgg19,90,32,69.06887587,500,5.83976584,0.0924,0.32,0.531672403,,0.32,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,186.9851512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,16,199.248008,75,12.26285682,0.0656,,vgg19,10,1,29.06639381,500,1.60723611,0.0585,0.15,,37387583,46526792,83914375,0.445544437,82085524,10681245,92766769,48848910,8061323,56910233,,0.15,,249250553.3,310178613.3,559429166.7,2.970296249,547236826.7,71208300,618445126.7,325659400,53742153.33,379401553.3,,
densenet201,10,16,198.8443798,459,11.85922857,0.0634,,vgg19,10,8,179.827098,500,6.898742692,0.0399,0.918,,188278242,156733336,345011578,0.545715721,335344902,97694348,433039250,170199768,91653849,261853617,,0.918,,205096124.2,170733481.5,375829605.7,0.59446157,365299457.5,106420858.4,471720315.9,185402797.4,99840794.12,285243591.5,,
densenet201,10,16,199.651606,500,12.66645482,0.0677,,vgg19,10,16,216.3529033,455,7.406928095,0.0354,1.098901099,,208898365,205527704,414426069,0.504066661,399110031,180186123,579296154,221763990,173204529,394968519,,1.098901099,,190097512.1,187030210.6,377127722.8,0.458700662,363190128.2,163969371.9,527159500.1,201805230.9,157616121.4,359421352.3,,
densenet201,10,16,199.6552998,500,12.6701486,0.0678,,vgg19,10,32,414.4069635,234,18.69130281,0.0472,2.136752137,,391207267,411481554,802688821,0.487371017,775136976,350363849,1125500825,443584308,342512658,786096966,,2.136752137,,183085001,192573367.3,375658368.2,0.228089636,362764104.8,163970281.3,526734386.1,207597456.1,160295923.9,367893380.1,,
densenet201,10,16,209.1377209,28,22.15256973,0.1185,,vgg19,25,1,11.25991873,500,0.611481578,0.0574,0.056,,37250499,46388936,83639435,0.445370046,81976780,10680776,92657556,47238505,8568473,55806978,,0.056,,665187482.1,828373857.1,1493561339,7.953036533,1463871071,190728142.9,1654599214,843544732.1,153008446.4,996553178.6,,
densenet201,10,16,204.605937,172,17.62078578,0.0942,,vgg19,25,8,69.09379611,500,2.334215122,0.035,0.344,,213072010,157255434,370327444,0.575361112,360713312,97729549,458442861,162493998,92326125,254820123,,0.344,,619395377.9,457137889.5,1076533267,1.672561372,1048585209,284097526.2,1332682735,472366273.3,268389898.3,740756171.5,,
densenet201,10,16,208.2042756,206,21.21912436,0.1135,,vgg19,25,16,84.24184537,500,2.993267717,0.0368,0.412,,234274095,206555530,440829625,0.531439091,425715259,180299365,606014624,213214860,173246477,386461337,,0.412,,568626444.2,501348373.8,1069974818,1.289900705,1033289464,437619818,1470909282,517511796.1,420501157.8,938012953.9,,
densenet201,10,16,208.631735,393,21.64658379,0.1158,,vgg19,25,32,161.4718687,500,5.483187183,0.0352,0.786,,391513634,412384078,803897712,0.487019217,776227951,350432906,1126660857,425121517,342057003,767178520,,0.786,,498108949.1,524661676.8,1022770626,0.619617324,987567367.7,445843391.9,1433410760,540867070,435187026.7,976054096.7,,
densenet201,10,16,241.3367942,14,54.35164297,0.2907,,vgg19,50,1,6.531282303,500,0.408743412,0.0668,0.028,,45933296,37415646,83348942,0.551096329,81750879,10678800,92429679,38032100,7329013,45361113,,0.028,,1640474857,1336273071,2976747929,19.68201177,2919674250,381385714.3,3301059964,1358289286,261750464.3,1620039750,,
densenet201,10,16,235.0995686,82,48.11441742,0.2573,,vgg19,50,8,37.81756089,500,2.14966721,0.0603,0.164,,231660727,143060350,374721077,0.618221769,364032546,97702421,461734967,145878622,91295453,237174075,,0.164,,1412565409,872319207.3,2284884616,3.769644931,2219710646,595746469.5,2815457116,889503792.7,556679591.5,1446183384,,
densenet201,10,16,251.4158425,98,64.43069128,0.3446,,vgg19,50,16,48.37647482,500,2.715597333,0.0595,0.196,,232512160,211008786,443520946,0.524241667,426706305,180193792,606900097,214680923,172493523,387174446,,0.196,,1186286531,1076575439,2262861969,2.674702382,2177072985,919356081.6,3096429066,1095310832,880068994.9,1975379827,,
densenet201,10,16,252.8129326,186,65.82778138,0.352,,vgg19,50,32,92.29175589,500,4.96952849,0.0569,0.372,,442836977,414828474,857665451,0.516328338,828726772,350379720,1179106492,421560625,341791298,763351923,,0.372,,1190421981,1115130306,2305552288,1.387979404,2227760140,941880967.7,3169641108,1133227487,918793811.8,2052021298,,
densenet201,10,16,266.2856445,11,79.30049333,0.4241,,vgg19,75,1,5.482109694,500,0.356880917,0.0696,0.022,,49884325,35019084,84903409,0.587542074,81794479,10675275,92469754,35423817,7698951,43122768,,0.022,,2267469318,1591776545,3859245864,26.7064579,3717930864,485239772.7,4203170636,1610173500,349952318.2,1960125818,,
densenet201,10,16,265.8442166,57,78.8590654,0.4217,,vgg19,75,8,29.72220193,500,1.603321935,0.057,0.114,,272671986,136257924,408929910,0.66679394,399391988,97693757,497085745,138304966,91756818,230061784,,0.114,,2391859526,1195244947,3587104474,5.849069652,3503438491,856962780.7,4360401272,1213201456,804884368.4,2018085825,,
densenet201,10,16,301.8919878,67,114.9068366,0.6145,,vgg19,75,16,39.6908562,500,2.148413341,0.0572,0.134,,262989497,209338010,472327507,0.556794794,454961700,180255531,635217231,212157021,173759459,385916480,,0.134,,1962608187,1562223955,3524832142,4.15518503,3395236567,1345190530,4740427097,1583261351,1296712381,2879973731,,
densenet201,10,16,304.2265124,126,117.2413612,0.627,,vgg19,75,32,75.42400879,500,3.929458089,0.055,0.252,,436351489,421837248,858188737,0.508456322,829666792,350338623,1180005415,426665093,341441363,768106456,,0.252,,1731553528,1673957333,3405510861,2.017683818,3292328540,1390232631,4682561171,1693115448,1354926044,3048041492,,
densenet201,10,16,275.9169968,10,88.93184557,0.4756,,vgg19,90,1,5.165081101,500,0.753154045,0.1707,0.02,,,0.02,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,16,286.5330346,48,99.54788344,0.5324,,vgg19,90,8,26.80048513,500,3.13378786,0.1324,0.096,,,0.096,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,16,335.0621237,56,148.0769725,0.7919,,vgg19,90,16,36.62326502,500,3.403363482,0.1024,0.112,,,0.112,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,16,338.1575091,105,151.1723579,0.8085,,vgg19,90,32,69.65629749,500,6.427187455,0.1016,0.21,,,0.21,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,331.7106885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,32,352.589617,42,20.87892855,0.0629,,vgg19,10,1,29.09793476,500,1.638777065,0.0597,,,37387583,46526792,83914375,0.445544437,82085524,10681245,92766769,48848910,8061323,56910233,,0.084,,445090273.8,553890381,998980654.8,5.304100445,977208619,127157678.6,1104366298,581534642.9,95968130.95,677502773.8,,
densenet201,10,32,369.2436028,16,37.53291425,0.1131,,vgg19,25,1,11.30531507,500,0.656877925,0.0617,,,37250499,46388936,83639435,0.445370046,81976780,10680776,92657556,47238505,8568473,55806978,,0.032,,1164078094,1449654250,2613732344,13.91781393,2561774375,333774250,2895548625,1476203281,267764781.3,1743968063,,
densenet201,10,32,427.0754395,8,95.36475095,0.2875,,vgg19,50,1,6.57496576,500,0.452426869,0.0739,,,45933296,37415646,83348942,0.551096329,81750879,10678800,92429679,38032100,7329013,45361113,,0.016,,2870831000,2338477875,5209308875,34.44352059,5109429938,667425000,5776854938,2377006250,458063312.5,2835069563,,
densenet201,10,32,473.5063578,6,141.7956693,0.4275,,vgg19,75,1,5.486250829,500,0.361022052,0.0704,,,49884325,35019084,84903409,0.587542074,81794479,10675275,92469754,35423817,7698951,43122768,,0.012,,4157027083,2918257000,7075284083,48.96183949,6816206583,889606250,7705812833,2951984750,641579250,3593564000,,
densenet201,10,32,482.3581746,6,150.6474861,0.4542,,vgg19,90,1,5.201935804,500,0.790008748,0.1791,,,,0.012,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,25.71202524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,25,1,24.99087697,500,-0.721148268,-0.028,,vgg19,10,1,29.41739823,427,1.958240529,0.0713,,,37387583,46526792,83914375,0.445544437,82085524,10681245,92766769,48848910,8061323,56910233,,1.170960187,,31928995.88,39733880.37,71662876.25,0.38049495,70101037.5,9121783.23,79222820.73,41716969.14,6884369.842,48601338.98,,
densenet201,25,1,28.66485109,500,2.952825853,0.1148,,vgg19,10,8,179.6704921,73,6.742136794,0.039,,,188278242,156733336,345011578,0.545715721,335344902,97694348,433039250,170199768,91653849,261853617,,6.849315068,,27488623.33,22883067.06,50371690.39,0.079674495,48960355.69,14263374.81,63223730.5,24849166.13,13381461.95,38230628.08,,
densenet201,25,1,25.66382005,500,-0.048205187,-0.0019,,vgg19,10,16,215.7020186,53,6.756043394,0.0323,,,208898365,205527704,414426069,0.504066661,399110031,180186123,579296154,221763990,173204529,394968519,,9.433962264,,22143226.69,21785936.62,43929163.31,0.053431066,42305663.29,19099729.04,61405392.32,23506982.94,18359680.07,41866663.01,,
densenet201,25,1,26.08196173,500,0.369936487,0.0144,,vgg19,10,32,413.2234243,24,17.50776358,0.0442,,,391207267,411481554,802688821,0.487371017,775136976,350363849,1125500825,443584308,342512658,786096966,,20.83333333,,18777948.82,19751114.59,38529063.41,0.023393809,37206574.85,16817464.75,54024039.6,21292046.78,16440607.58,37732654.37,,
densenet201,25,1,26.05148611,215,0.339460868,0.0132,,vgg19,25,1,11.19877998,500,0.550342834,0.0517,,,37250499,46388936,83639435,0.445370046,81976780,10680776,92657556,47238505,8568473,55806978,,0.43,,86629067.44,107881246.5,194510314,1.035744293,190643674.4,24839013.95,215482688.4,109856988.4,19926681.4,129783669.8,,
densenet201,25,1,25.6437808,500,-0.068244436,-0.0027,,vgg19,25,8,68.84370731,183,2.084126319,0.0312,,,213072010,157255434,370327444,0.575361112,360713312,97729549,458442861,162493998,92326125,254820123,,2.732240437,,77984355.66,57555488.84,135539844.5,0.210582167,132021072.2,35769014.93,167790087.1,59472803.27,33791361.75,93264165.02,,
densenet201,25,1,28.1420769,500,2.430051664,0.0945,,vgg19,25,16,83.3796644,164,2.131086748,0.0262,,,234274095,206555530,440829625,0.531439091,425715259,180299365,606014624,213214860,173246477,386461337,,3.048780488,,76841903.16,67750213.84,144592117,0.174312022,139634605,59138191.72,198772796.7,69934474.08,56824844.46,126759318.5,,
densenet201,25,1,27.56897817,500,1.856952928,0.0722,,vgg19,25,32,159.5865469,80,3.597865398,0.0231,,,391513634,412384078,803897712,0.487019217,776227951,350432906,1126660857,425121517,342057003,767178520,,6.25,,62642181.44,65981452.48,128623633.9,0.077923075,124196472.2,56069264.96,180265737.1,68019442.72,54729120.48,122748563.2,,
densenet201,25,1,29.57243432,110,3.860409081,0.1501,,vgg19,50,1,6.445284537,500,0.322745646,0.0527,,,45933296,37415646,83348942,0.551096329,81750879,10678800,92429679,38032100,7329013,45361113,,0.22,,208787709.1,170071118.2,378858827.3,2.504983316,371594904.5,48540000,420134904.5,172873181.8,33313695.45,206186877.3,,
densenet201,25,1,28.76689883,500,3.054873594,0.1188,,vgg19,50,8,37.22691765,387,1.559023971,0.0437,,,231660727,143060350,374721077,0.618221769,364032546,97702421,461734967,145878622,91295453,237174075,,1.291989664,,179305402.7,110728710.9,290034113.6,0.478503649,281761190.6,75621673.85,357382864.5,112910053.4,70662680.62,183572734.1,,
densenet201,25,1,30.85712068,500,5.145095442,0.2001,,vgg19,50,16,47.27860275,326,1.617725262,0.0354,,,232512160,211008786,443520946,0.524241667,426706305,180193792,606900097,214680923,172493523,387174446,,1.533742331,,151597928.3,137577728.5,289175656.8,0.341805567,278212510.9,117486352.4,395698863.2,139971961.8,112465777,252437738.8,,
densenet201,25,1,29.98946505,500,4.27743981,0.1664,,vgg19,50,32,90.39813242,161,3.075905019,0.0352,,,442836977,414828474,857665451,0.516328338,828726772,350379720,1179106492,421560625,341791298,763351923,,3.105590062,,142593506.6,133574768.6,276168275.2,0.166257725,266850020.6,112822269.8,379672290.4,135742521.3,110056798,245799319.2,,
densenet201,25,1,31.62457934,86,5.912554101,0.23,,vgg19,75,1,5.390006647,500,0.26477787,0.0517,,,49884325,35019084,84903409,0.587542074,81794479,10675275,92469754,35423817,7698951,43122768,,0.172,,290025145.3,203599325.6,493624470.9,3.41594229,475549296.5,62065552.33,537614848.8,205952424.4,44761343.02,250713767.4,,
densenet201,25,1,31.83354604,460,6.121520801,0.2381,,vgg19,75,8,29.32239417,500,1.203514169,0.0428,,,272671986,136257924,408929910,0.66679394,399391988,97693757,497085745,138304966,91756818,230061784,,0.92,,296382593.5,148106439.1,444489032.6,0.724776022,434121726.1,106188866.3,540310592.4,150331484.8,99735671.74,250067156.5,,
densenet201,25,1,34.77255861,500,9.060533365,0.3524,,vgg19,75,16,38.90797485,447,1.365531989,0.0364,,,262989497,209338010,472327507,0.556794794,454961700,180255531,635217231,212157021,173759459,385916480,,1.118568233,,235112610.3,187148180.9,422260791.3,0.497774546,406735759.8,161148444.7,567884204.5,189668376.8,155340956.3,345009333.1,,
densenet201,25,1,35.44032743,500,9.728302187,0.3784,,vgg19,75,32,73.98455313,236,2.490002427,0.0348,,,436351489,421837248,858188737,0.508456322,829666792,350338623,1180005415,426665093,341441363,768106456,,2.118644068,,205957902.8,199107181.1,405065083.9,0.239991384,391602725.8,165359830.1,556962555.9,201385923.9,161160323.3,362546247.2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,48.93665253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,25,8,51.86061798,288,2.923965452,0.0598,,vgg19,10,1,29.7215494,500,2.262391697,0.0824,,,37387583,46526792,83914375,0.445544437,82085524,10681245,92766769,48848910,8061323,56910233,,0.576,,64908998.26,80775680.56,145684678.8,0.773514648,142509590.3,18543828.13,161053418.4,84807135.42,13995352.43,98802487.85,177821909,0.555626067
densenet201,25,8,51.48627903,500,2.5496265,0.0521,,vgg19,10,8,182.6881048,135,9.759749513,0.0564,,,188278242,156733336,345011578,0.545715721,335344902,97694348,433039250,170199768,91653849,261853617,,3.703703704,,50835125.34,42318000.72,93153126.06,0.147343245,90543123.54,26377473.96,116920597.5,45953937.36,24746539.23,70700476.59,177821909,0.397591483
